0,0
1,0.01
2,0.14
3,1.5
4,5.56
5,14.45
6,27.06
7,48.51
8,74.8
9,106.11
10,140.00
11,179.85
12,218.64
13,256.36
14,291.62
15,342.45
16,405.76
17,470.39
