SN74LS26N,Up,Down
4.91202,0.12219,0.127077
4.91691,0.127077,0.127077
4.9218,0.127077,0.127077
4.92669,0.127077,0.12219
4.93157,0.127077,0.127077
4.93646,0.127077,0.127077
4.94135,0.127077,0.127077
4.94624,0.127077,0.127077
4.95112,0.127077,0.127077
4.95601,0.127077,0.127077
4.9609,0.12219,0.12219
4.96579,0.127077,0.127077
4.97067,0.127077,0.127077
4.97556,0.127077,0.127077
4.98045,0.127077,0.127077
4.98534,0.12219,0.127077
4.99022,0.127077,0.12219
4.99511,0.127077,0.127077
5,0.127077,0.127077
