K155LA3,Up,Down
4.16422,0.0488759,0.0488759
4.16911,0.0537634,0.0537634
4.174,0.0537634,0.0488759
4.17889,0.0537634,0.0488759
4.18377,0.0537634,0.0488759
4.18866,0.0537634,0.0537634
4.19355,0.0537634,0.0537634
4.19844,0.0537634,0.0488759
4.20332,0.0537634,0.0488759
4.20821,0.0537634,0.0488759
4.2131,0.0537634,0.0488759
4.21799,0.0537634,0.0488759
4.22287,0.0537634,0.0488759
4.22776,0.0537634,0.0488759
4.23265,0.0537634,0.0537634
4.23754,0.0537634,0.0488759
4.24242,0.0488759,0.0488759
4.24731,0.0537634,0.0488759
4.2522,0.0537634,0.0537634
4.25709,0.0537634,0.0488759
4.26197,0.0537634,0.0488759
4.26686,0.0537634,0.0488759
4.27175,0.0537634,0.0537634
4.27664,0.0537634,0.0488759
4.28152,0.0488759,0.0488759
4.28641,0.0537634,0.0537634
4.2913,0.0488759,0.0488759
4.29619,0.0537634,0.0537634
4.30108,0.0537634,0.0488759
4.30596,0.0537634,0.0488759
4.31085,0.0537634,0.0488759
4.31574,0.0488759,0.0488759
4.32063,0.0537634,0.0537634
4.32551,0.0537634,0.0537634
4.3304,0.0537634,0.0488759
4.33529,0.0537634,0.0488759
4.34018,0.0537634,0.0488759
4.34506,0.0537634,0.0488759
4.34995,0.0488759,0.0488759
4.35484,0.0537634,0.0537634
4.35973,0.0537634,0.0488759
4.36461,0.0488759,0.0537634
4.3695,0.0488759,0.0488759
4.37439,0.0537634,0.0488759
4.37928,0.0537634,0.0488759
4.38416,0.0537634,0.0488759
4.38905,0.0537634,0.0488759
4.39394,0.0537634,0.0488759
4.39883,0.0537634,0.0488759
4.40371,0.0537634,0.0537634
4.4086,0.0537634,0.0537634
4.41349,0.0537634,0.0537634
4.41838,0.0537634,0.0488759
4.42326,0.0537634,0.0488759
4.42815,0.0537634,0.0488759
4.43304,0.0537634,0.0488759
4.43793,0.0537634,0.0488759
4.44282,0.0537634,0.0488759
4.4477,0.0537634,0.0488759
4.45259,0.0488759,0.0488759
4.45748,0.0537634,0.0537634
4.46237,0.0537634,0.0537634
4.46725,0.0537634,0.0488759
4.47214,0.0537634,0.0537634
4.47703,0.0537634,0.0488759
4.48192,0.0488759,0.0488759
4.4868,0.0537634,0.0488759
4.49169,0.0537634,0.0537634
4.49658,0.0537634,0.0537634
4.50147,0.0537634,0.0488759
4.50635,0.0537634,0.0488759
4.51124,0.0488759,0.0537634
4.51613,0.0537634,0.0537634
4.52102,0.0537634,0.0537634
4.5259,0.0537634,0.0537634
4.53079,0.0488759,0.0537634
4.53568,0.0537634,0.0488759
4.54057,0.0537634,0.0537634
4.54545,0.0537634,0.0488759
4.55034,0.0537634,0.0537634
4.55523,0.0488759,0.0537634
4.56012,0.0537634,0.0537634
4.565,0.0537634,0.0537634
4.56989,0.0537634,0.0537634
4.57478,0.0488759,0.0537634
4.57967,0.0537634,0.0537634
4.58456,0.0537634,0.0537634
4.58944,0.0537634,0.0488759
4.59433,0.0537634,0.0537634
4.59922,0.0537634,0.0537634
4.60411,0.0537634,0.0537634
4.60899,0.0537634,0.0488759
4.61388,0.0488759,0.0537634
4.61877,0.0537634,0.0488759
4.62366,0.0537634,0.0537634
4.62854,0.0537634,0.0488759
4.63343,0.0537634,0.0537634
4.63832,0.0537634,0.0537634
4.64321,0.0537634,0.0488759
4.64809,0.0537634,0.0488759
4.65298,0.0537634,0.0537634
4.65787,0.0537634,0.0537634
4.66276,0.0537634,0.0537634
4.66764,0.0537634,0.0488759
4.67253,0.0537634,0.0537634
4.67742,0.0537634,0.0537634
4.68231,0.0537634,0.0537634
4.68719,0.0537634,0.0537634
4.69208,0.0537634,0.0537634
4.69697,0.0537634,0.0537634
4.70186,0.0488759,0.0488759
4.70674,0.0537634,0.0537634
4.71163,0.0537634,0.0537634
4.71652,0.0537634,0.0488759
4.72141,0.0488759,0.0537634
4.7263,0.0537634,0.0537634
4.73118,0.0537634,0.0488759
4.73607,0.0537634,0.0537634
4.74096,0.0537634,0.0488759
4.74585,0.0537634,0.0488759
4.75073,0.0537634,0.0488759
4.75562,0.0537634,0.0488759
4.76051,0.0488759,0.0537634
4.7654,0.0537634,0.0537634
4.77028,0.0537634,0.0488759
4.77517,0.0537634,0.0537634
4.78006,0.0537634,0.0488759
4.78495,0.0537634,0.0537634
4.78983,0.0537634,0.0537634
4.79472,0.0537634,0.0537634
4.79961,0.0537634,0.0488759
4.8045,0.0537634,0.0488759
4.80938,0.0537634,0.0537634
4.81427,0.0537634,0.0537634
4.81916,0.0537634,0.0537634
4.82405,0.0537634,0.0537634
4.82893,0.0537634,0.0488759
4.83382,0.0537634,0.0488759
4.83871,0.0537634,0.0537634
4.8436,0.0537634,0.0537634
4.84848,0.0537634,0.0537634
4.85337,0.0537634,0.0488759
4.85826,0.0537634,0.0537634
4.86315,0.0537634,0.0488759
4.86804,0.0537634,0.0488759
4.87292,0.0537634,0.0537634
4.87781,0.0488759,0.0488759
4.8827,0.0537634,0.0537634
4.88759,0.0488759,0.0488759
4.89247,0.0488759,0.0488759
4.89736,0.0537634,0.0488759
4.90225,0.0488759,0.0537634
4.90714,0.0537634,0.0488759
4.91202,0.0537634,0.0537634
4.91691,0.0537634,0.0537634
4.9218,0.0537634,0.0488759
4.92669,0.0488759,0.0537634
4.93157,0.0488759,0.0488759
4.93646,0.0537634,0.0537634
4.94135,0.0537634,0.0537634
4.94624,0.0537634,0.0537634
4.95112,0.0537634,0.0488759
4.95601,0.0537634,0.0537634
4.9609,0.0537634,0.0537634
4.96579,0.0537634,0.0488759
4.97067,0.0488759,0.0537634
4.97556,0.0537634,0.0488759
4.98045,0.0537634,0.0488759
4.98534,0.0537634,0.0537634
4.99022,0.0537634,0.0537634
4.99511,0.0537634,0.0537634
5,0.0488759,0.0488759
