2,16600,2766.67
3,1340,223.333
4,560,93.3333
5,290,48.3333
6,191,31.8333
7,145,24.1667
8,115,19.1667
9,94,15.6667
10,82,13.6667
11,78,13
12,73,12.1667
13,72,12
14,71,11.8333
15,70,11.6667
16,68,11.3333
17,67,11.1667
