0,0
0.00976562,0
0.0195312,0.00488281
0.0292969,0.00976562
0.0390625,0.0195312
0.0488281,0.0292969
0.0585938,0.0390625
0.0683594,0.0488281
0.078125,0.0585938
0.0878906,0.0634766
0.0976562,0.0732422
0.107422,0.0830078
0.117188,0.0927734
0.126953,0.102539
0.136719,0.107422
0.146484,0.117188
0.15625,0.126953
0.166016,0.136719
0.175781,0.146484
0.185547,0.15625
0.195312,0.161133
0.205078,0.170898
0.214844,0.180664
0.224609,0.185547
0.234375,0.195312
0.244141,0.205078
0.253906,0.214844
0.263672,0.224609
0.273438,0.234375
0.283203,0.239258
0.292969,0.249023
0.302734,0.258789
0.3125,0.268555
0.322266,0.27832
0.332031,0.288086
0.341797,0.292969
0.351562,0.302734
0.361328,0.3125
0.371094,0.322266
0.380859,0.327148
0.390625,0.341797
0.400391,0.34668
0.410156,0.356445
0.419922,0.366211
0.429688,0.371094
0.439453,0.385742
0.449219,0.390625
0.458984,0.400391
0.46875,0.410156
0.478516,0.419922
0.488281,0.429688
0.498047,0.43457
0.507812,0.444336
0.517578,0.454102
0.527344,0.463867
0.537109,0.46875
0.546875,0.478516
0.556641,0.488281
0.566406,0.498047
0.576172,0.507812
0.585938,0.517578
0.595703,0.522461
0.605469,0.532227
0.615234,0.541992
0.625,0.551758
0.634766,0.561523
0.644531,0.566406
0.654297,0.576172
0.664062,0.585938
0.673828,0.595703
0.683594,0.605469
0.693359,0.610352
0.703125,0.620117
0.712891,0.629883
0.722656,0.639648
0.732422,0.649414
0.742188,0.65918
0.751953,0.664062
0.761719,0.673828
0.771484,0.683594
0.78125,0.693359
0.791016,0.698242
0.800781,0.708008
0.810547,0.717773
0.820312,0.727539
0.830078,0.737305
0.839844,0.742188
0.849609,0.751953
0.859375,0.761719
0.869141,0.771484
0.878906,0.78125
0.888672,0.791016
0.898438,0.795898
0.908203,0.805664
0.917969,0.81543
0.927734,0.825195
0.9375,0.834961
0.947266,0.839844
0.957031,0.849609
0.966797,0.859375
0.976562,0.869141
0.986328,0.878906
0.996094,0.883789
1.00586,0.893555
1.01562,0.90332
1.02539,0.913086
1.03516,0.922852
1.04492,0.927734
1.05469,0.9375
1.06445,0.947266
1.07422,0.957031
1.08398,0.966797
1.09375,0.97168
1.10352,0.981445
1.11328,0.991211
1.12305,1.00098
1.13281,1.01074
1.14258,1.01562
1.15234,1.02539
1.16211,1.03516
1.17188,1.04492
1.18164,1.05469
1.19141,1.06445
1.20117,1.06934
1.21094,1.0791
1.2207,1.08887
1.23047,1.09863
1.24023,1.1084
1.25,1.11328
1.25977,1.12305
1.26953,1.13281
1.2793,1.14258
1.28906,1.15234
1.29883,1.15723
1.30859,1.16699
1.31836,1.17676
1.32812,1.18652
1.33789,1.19629
1.34766,1.20117
1.35742,1.21094
1.36719,1.2207
1.37695,1.23047
1.38672,1.24023
1.39648,1.24512
1.40625,1.25488
1.41602,1.26465
1.42578,1.27441
1.43555,1.28418
1.44531,1.29395
1.45508,1.29883
1.46484,1.30859
1.47461,1.31836
1.48438,1.32812
1.49414,1.33301
1.50391,1.34277
1.51367,1.35254
1.52344,1.3623
1.5332,1.37207
1.54297,1.38184
1.55273,1.3916
1.5625,1.39648
1.57227,1.40625
1.58203,1.41602
1.5918,1.42578
1.60156,1.43555
1.61133,1.44043
1.62109,1.4502
1.63086,1.45996
1.64062,1.46973
1.65039,1.47949
1.66016,1.48438
1.66992,1.49414
1.67969,1.50391
1.68945,1.51367
1.69922,1.52344
1.70898,1.52832
1.71875,1.53809
1.72852,1.54785
1.73828,1.55762
1.74805,1.56738
1.75781,1.57227
1.76758,1.58203
1.77734,1.5918
1.78711,1.60156
1.79688,1.61133
1.80664,1.61621
1.81641,1.62598
1.82617,1.63574
1.83594,1.64551
1.8457,1.65527
1.85547,1.66016
1.86523,1.66992
1.875,1.67969
1.88477,1.68945
1.89453,1.69922
1.9043,1.70898
