0,0.02,0
1,0.03,0.03
2,0.14,0.28
3,0.69,2.07
4,1.47,5.88
5,2.48,12.4
6,3.72,22.32
7,5.06,35.42
8,6.6,52.8
9,8.19,73.71
10,9.85,98.5
11,11.69,128.59
12,13.48,161.76
13,15.45,200.85
14,17.36,243.04
15,19.17,287.55
16,21.32,341.12
17,23.18,394.06
