0,0,0,0
0.00976562,0,0.00976562,0.00976562
0.0195312,0,0.0195312,0.0195312
0.0292969,0,0.0292969,0.0292969
0.0390625,0,0.0390625,0.0390625
0.0488281,0,0.0488281,0.0488281
0.0585938,0,0.0585938,0.0585938
0.0683594,0,0.0683594,0.0683594
0.078125,0,0.078125,0.078125
0.0878906,0,0.0878906,0.0878906
0.0976562,0,0.0976562,0.0976562
0.107422,0,0.107422,0.107422
0.117188,0,0.117188,0.117188
0.126953,0,0.126953,0.126953
0.136719,0,0.136719,0.136719
0.146484,0,0.146484,0.146484
0.15625,0,0.15625,0.15625
0.166016,0.00488281,0.166016,0.161133
0.175781,0.00976562,0.175781,0.166016
0.185547,0.0146484,0.185547,0.170898
0.195312,0.0195312,0.195312,0.175781
0.205078,0.0244141,0.205078,0.180664
0.214844,0.0341797,0.214844,0.180664
0.224609,0.0390625,0.224609,0.185547
0.234375,0.0439453,0.234375,0.19043
0.244141,0.0537109,0.244141,0.19043
0.253906,0.0585938,0.253906,0.195312
0.263672,0.0683594,0.263672,0.195312
0.273438,0.0732422,0.273438,0.200195
0.283203,0.0830078,0.283203,0.200195
0.292969,0.0878906,0.292969,0.205078
0.302734,0.0976562,0.302734,0.205078
0.3125,0.107422,0.3125,0.205078
0.322266,0.112305,0.322266,0.209961
0.332031,0.117188,0.332031,0.214844
0.341797,0.126953,0.341797,0.214844
0.351562,0.136719,0.351562,0.214844
0.361328,0.146484,0.361328,0.214844
0.371094,0.151367,0.371094,0.219727
0.380859,0.161133,0.380859,0.219727
0.390625,0.170898,0.390625,0.219727
0.400391,0.180664,0.400391,0.219727
0.410156,0.19043,0.410156,0.219727
0.419922,0.200195,0.419922,0.219727
0.429688,0.205078,0.429688,0.224609
0.439453,0.214844,0.439453,0.224609
0.449219,0.224609,0.449219,0.224609
0.458984,0.229492,0.458984,0.229492
0.46875,0.239258,0.46875,0.229492
0.478516,0.249023,0.478516,0.229492
0.488281,0.258789,0.488281,0.229492
0.498047,0.268555,0.498047,0.229492
0.507812,0.27832,0.507812,0.229492
0.517578,0.288086,0.517578,0.229492
0.527344,0.292969,0.527344,0.234375
0.537109,0.302734,0.537109,0.234375
0.546875,0.3125,0.546875,0.234375
0.556641,0.322266,0.556641,0.234375
0.566406,0.332031,0.566406,0.234375
0.576172,0.341797,0.576172,0.234375
0.585938,0.351562,0.585938,0.234375
0.595703,0.356445,0.595703,0.239258
0.605469,0.366211,0.605469,0.239258
0.615234,0.375977,0.615234,0.239258
0.625,0.385742,0.625,0.239258
0.634766,0.395508,0.634766,0.239258
0.644531,0.405273,0.644531,0.239258
0.654297,0.415039,0.654297,0.239258
0.664062,0.419922,0.664062,0.244141
0.673828,0.43457,0.673828,0.239258
0.683594,0.439453,0.683594,0.244141
0.693359,0.449219,0.693359,0.244141
0.703125,0.458984,0.703125,0.244141
0.712891,0.46875,0.712891,0.244141
0.722656,0.478516,0.722656,0.244141
0.732422,0.488281,0.732422,0.244141
